,game_title, genre, platforms, developers,release_year,release_month,release_day,average_metascore_ratings
193,Ultimate Marvel vs. Capcom 3,2D|Fighting|Action,PlayStation 4|PC|PlayStation 3|PlayStation Vita|Xbox 360|Xbox One,Capcom,2016,12,3,78.75
194,Pac-Man Championship Edition 2,Arcade|Action,PlayStation 4|PC|Xbox One,Bandai Namco Games,2016,9,13,77.33
195,Street Fighter V,2D|Fighting|Action,PlayStation 4|PC,Capcom,2016,2,16,75.5
196,Embers of Mirrim,General|Action,PlayStation 4|PC|Switch|Xbox One,Creative Bytes,2017,5,23,76.67
197,Shu,2D|Platformer|Action,PlayStation 4|PC|PlayStation Vita|Switch,Coatsink Software,2016,10,4,78.0
198,Dragon Quest Heroes: The World Tree's Woe and the Blight Below,3D|2D|Beat-'Em-Up|Action,PlayStation 4|PC,Omega Force,2015,10,13,75.0
199,Valiant Hearts: The Great War,Platformer|Action|2D,PlayStation 4|iPhone/iPad|PC|PlayStation 3|Switch|Xbox 360|Xbox One,Ubisoft Montpellier,2014,6,24,79.75
200,Duke Nukem 3D: 20th Anniversary World Tour,Arcade|First-Person|Shooter|Action,PlayStation 4|PC|Xbox One,Gearbox Software,2016,10,11,73.6
201,Unravel Two,2D|Platformer|Action,PlayStation 4|PC|Switch|Xbox One,Coldwood Interactive,2018,6,9,78.75
202,Transformers: Devastation,3D|Beat-'Em-Up|Action,PlayStation 4|PC|PlayStation 3|Xbox 360|Xbox One,PlatinumGames,2015,10,6,75.33
203,Xeodrifter,2D|Platformer|Action,PlayStation 4|3DS|PC|PlayStation 3|PlayStation Vita|Switch|Wii U,Renegade Kid,2015,9,1,73.67
204,Game of Thrones: Episode Five - A Nest of Vipers,Adventure|General|Point-and-Click|Action,PlayStation 4|iPhone/iPad|PC|PlayStation 3|Xbox 360|Xbox One,Telltale Games,2015,7,21,74.33
205,Call of Duty: Infinite Warfare,Tactical|First-Person|Shooter|Action,PlayStation 4|PC|Xbox One,Infinity Ward,2016,11,4,76.0
206,Lost Orbit,2D|Platformer|Action,PlayStation 4|PC|Xbox One,PixelNAUTS,2015,5,12,73.67
207,Sniper Elite 4,Tactical|First-Person|Shooter|Action,PlayStation 4|PC|Xbox One,Rebellion,2017,2,14,78.67
208,Headlander,Platformer|Action Adventure|2D|Action|General,PlayStation 4|PC|Xbox One,Double Fine Productions,2016,7,26,75.5
209,Trover Saves the Universe,General|Action,PlayStation 4|PC,Squanch Games,2019,5,31,77.0
210,Hue,Puzzle|Action,PlayStation 4|PC|PlayStation Vita|Switch|Xbox One,Fiddlesticks Games,2016,8,30,76.75
211,Just Dance 2019,Dancing|Rhythm|Action,PlayStation 4|Switch|Wii U|Xbox 360|Xbox One,Ubisoft Paris,2018,10,23,75.33
212,Furi,3D|Fighting|Action,PlayStation 4|PC|Switch|Xbox One,The Game Bakers,2016,7,5,76.0
213,Warriors Orochi 3 Ultimate,3D|Beat-'Em-Up|Action,PlayStation 4|PlayStation 3|PlayStation Vita|Xbox One,Omega Force,2014,9,2,72.33
214,Aaero,Rail|Shooter|Action,PlayStation 4|PC|Xbox One,Mad Fellows Ltd,2017,4,11,78.5
215,Electronauts,Music|Miscellaneous|Rhythm|Action|Application,PlayStation 4|PC,Survios,2018,8,7,77.0
216,Blasters of the Universe,Arcade|First-Person|Shooter|Action,PlayStation 4|PC,Secret Location,2018,2,27,76.0
217,War Thunder,Vehicle|Combat|Simulation|Flight|Action|General,PlayStation 4|PC|Xbox One,Gaijin Entertainment,2014,6,3,78.71
218,Destiny,Sci-Fi|Arcade|First-Person|Action|Shooter,PlayStation 4|PlayStation 3|Xbox 360|Xbox One,Bungie Software| Bungie,2014,9,9,75.5
219,BlazBlue: Cross Tag Battle,2D|Fighting|Action,PlayStation 4|PC|Switch,Arc System Works,2018,6,5,77.5
220,Dragon Quest Heroes II,3D|Beat-'Em-Up|Action,PlayStation 4|PC,Omega Force,2017,4,25,76.0
221,Apotheon,2D|Beat-'Em-Up|Action,PlayStation 4|PC,Alientrap,2015,2,3,77.33
222,Chariot,2D|Platformer|Action,PlayStation 4|PC|PlayStation 3|Wii U|Xbox One,Frima Studio,2014,9,30,75.25
223,Q.U.B.E. 2,Sci-Fi|Arcade|First-Person|Action|Shooter,PlayStation 4|PC|Switch|Xbox One,Toxic Games,2018,3,13,74.0
224,Tethered,General|Action,PlayStation 4|PC,Secret Sorcery| SECRET SORCERY LIMITED| Secret Sorcery Towers,2016,10,25,76.0
225,10 Second Ninja X,2D|Platformer|Action,PlayStation 4|PC|PlayStation Vita|Xbox One,GameDesignDan,2016,7,19,79.0
226,Race the Sun,Racing|Arcade|Futuristic|Action|General,PlayStation 4|iPhone/iPad|PC|PlayStation 3|PlayStation Vita|Wii U|Xbox One,Flippfly,2014,10,21,77.75
227,Wolfenstein: The Old Blood,Action|First-Person|Shooter|Arcade,PlayStation 4|PC|Xbox One,MachineGames,2015,5,5,75.8
228,Flinthook,Action|2D|Platformer,PlayStation 4|PC|Switch|Xbox One,Tribute Games,2017,4,14,77.33
229,Momodora: Reverie Under the Moonlight,Action|Action Adventure|Open-World|General,PlayStation 4|PC|Switch|Xbox One,Bombservice,2017,3,16,78.33
230,Minutes,Action|General,PlayStation 4|PlayStation Vita,Red Phantom Games,2015,2,10,76.0
231,Expand,Puzzle|Action,PlayStation 4|PC,Chris Johnson,2017,10,3,76.0
232,LawBreakers,Shooter|Third-Person|First-Person|Arcade|Tactical|Action,PlayStation 4|PC,Boss Key Productions,2017,8,8,76.0
233,Far Cry Primal,Action|First-Person|Shooter|Arcade,PlayStation 4|PC|Xbox One,Ubisoft Montreal,2016,2,23,75.6
234,Samurai Warriors 4,Action|3D|Beat-'Em-Up,PlayStation 4|PlayStation 3|PlayStation Vita,Omega Force,2014,10,21,76.0
235,Klaus,Action|2D|Platformer,PlayStation 4,La Cosa Entertainment,2016,1,19,76.0
236,Heart&Slash,Action|General,PlayStation 4|PC|Switch|Xbox One,AHEARTFULOFGAMES,2016,6,28,72.0
237,JYDGE,Action|Shooter|Shoot-'Em-Up|Top-Down,PlayStation 4|iPhone/iPad|PC|Switch|Xbox One,10tons,2017,10,3,75.4
238,Evolve,Shooter|Sci-Fi|First-Person|Arcade|Action,PlayStation 4|PC|Xbox One,Turtle Rock Studios,2015,2,10,75.67
239,Evasion,Action|Shooter|Light Gun,PlayStation 4|PC,Archiact Interactive Ltd.,2018,10,9,76.0
240,BADLAND: Game of the Year Edition,Action|Action Adventure|Arcade|Linear,PlayStation 4|iPhone/iPad|PC|PlayStation 3|PlayStation Vita|Wii U|Xbox One,Frogmind,2015,5,26,76.0
241,The Mummy Demastered,Action|2D|Platformer,PlayStation 4|PC|Switch|Xbox One,WayForward,2017,10,24,75.25
242,The Escapists 2,Action|General,PlayStation 4|iPhone/iPad|PC|Switch|Xbox One,Mouldy Toof Studios,2017,8,22,75.0
243,DOOM: Unto The Evil,Action|First-Person|Shooter|Arcade,PlayStation 4|PC|Xbox One,id Software,2016,8,4,75.0
244,Iron Crypticle,Action|2D|Platformer,PlayStation 4|PC|Switch|Xbox One,Tikipod Limited,2017,7,11,73.0
245,Strike Vector EX,Shooter|First-Person|Arcade|General|Action,PlayStation 4|PC,Strike Vector Team| Ragequit Corporation,2016,8,30,75.0
246,Unruly Heroes,Action|2D|Platformer,PlayStation 4|PC|Switch|Xbox One,Magic Design Studios,2019,5,28,76.75
247,SUPERHOT VR,Action|First-Person|Shooter|Tactical,PlayStation 4|PC,SUPERHOT,2017,7,21,79.0
248,Plants vs Zombies: Garden Warfare,Shooter|Third-Person|Tactical|General|Action,PlayStation 4|PC|PlayStation 3|Xbox 360|Xbox One,PopCap,2014,8,19,76.33
249,Just Dance 2018,Action|Dancing|Rhythm,PlayStation 4|PlayStation 3|Switch|Wii U|Xbox 360|Xbox One,Ubisoft Paris,2017,10,24,73.0
250,Killing Floor 2,Action|First-Person|Shooter|Arcade,PlayStation 4|PC|Xbox One,Tripwire Interactive,2016,11,16,76.33
251,Typoman: Revised,Action|2D|Platformer,PlayStation 4|PC|Switch|Xbox One,Brainseed Factory,2017,2,21,70.75
252,Tempest 4000,Action|Shooter|Shoot-'Em-Up|Top-Down,PlayStation 4|PC|Xbox One,Llamasoft,2018,7,17,75.33
253,Stikbold! A Dodgeball Adventure,Action|Arcade,PlayStation 4|PC|Switch|Xbox One,Reign Bros,2016,4,5,73.5
254,Bulletstorm: Full Clip Edition,Action|First-Person|Shooter|Arcade,PlayStation 4|PC|Xbox One,People Can Fly,2017,4,7,77.67
255,Just Dance 2014,Action|Dancing|Miscellaneous|Rhythm,PlayStation 4|PlayStation 3|Wii U|Xbox 360|Xbox One,Ubisoft,2013,11,12,72.67
256,Organic Panic,Puzzle|Action,PlayStation 4|PC|Xbox One,Last Limb Games,2016,3,29,70.5
257,Blade Strangers,Action|2D|Fighting,PlayStation 4|PC|Switch,Studio Saizensen,2018,8,28,75.0
258,Bleed,Action|2D|Platformer,PlayStation 4|PC|Switch|Xbox One,BootdiskRevolution,2017,8,22,74.33
259,Graceful Explosion Machine,Action|Shooter|Shoot-'Em-Up|Horizontal,PlayStation 4|PC|Switch,Vertex Pop,2017,8,8,76.0
260,Fate/Extella Link,Action|3D|Beat-'Em-Up,PlayStation 4|PC|PlayStation Vita|Switch,Marvelous Inc.,2019,3,19,74.5
261,Shantae and the Pirate's Curse,Action|2D|Platformer,PlayStation 4|3DS|PC|Switch|Wii U|Xbox One,WayForward,2016,4,9,81.5
262,Stick it to the Man!,Action|3D|Platformer,PlayStation 4|PC|PlayStation 3|PlayStation Vita|Switch|Wii U|Xbox One,Zoink!,2014,5,6,78.83
263,Scintillatron 4096,Action|Shooter|Shoot-'Em-Up|Top-Down,PlayStation 4|PlayStation Vita,kFunction Ltd.,2018,12,18,75.0
264,RIVE,Action|2D|Platformer,PlayStation 4|PC|Switch,Two Tribes,2016,9,13,74.0
265,Attack on Titan 2,Action|General,PlayStation 4|PC|Switch|Xbox One,Omega Force,2018,3,20,74.75
266,Game of Thrones: Episode Six - The Ice Dragon,Action|Adventure|General|Point-and-Click,PlayStation 4|iPhone/iPad|PC|PlayStation 3|Xbox 360|Xbox One,Telltale Games,2015,11,17,75.0
267,Hotline Miami 2: Wrong Number,Action|Action Adventure|Linear|General,PlayStation 4|PC|PlayStation 3|PlayStation Vita,Dennaton,2015,3,10,71.67
268,Call of Duty: Infinite Warfare - Continuum,Action|First-Person|Shooter|Tactical,PlayStation 4|PC|Xbox One,Infinity Ward,2017,4,18,75.0
269,Slayaway Camp: Butcher's Cut,Puzzle|Action,PlayStation 4|PlayStation Vita|Switch|Xbox One,Blue Wizard Digital Ltd.| Blue Wizard Digital,2017,10,24,77.0
270,Unmechanical: Extended Edition,2D|Puzzle|General|Platformer|Action,PlayStation 4|PlayStation 3|Xbox One,Grip Games,2015,2,10,70.5
271,Cryptark,Action|Shooter|Shoot-'Em-Up|Top-Down,PlayStation 4|PC,Alientrap,2017,6,27,75.0
272,Dead or Alive 5: Last Round,Action|3D|Fighting,PlayStation 4|PC|PlayStation 3|Xbox 360|Xbox One,Team Ninja,2015,2,17,71.5
273,Lara Croft and the Temple of Osiris,Action Adventure|2D|Platformer|Action|Linear,PlayStation 4|PC|Xbox One,Nixxes Software,2014,12,9,73.0
274,Batman: Arkham VR,Action|General,PlayStation 4|PC,Rocksteady Studios,2016,10,11,74.0
275,Dead Nation: Apocalypse Edition,Shooter|Third-Person|Modern|Action|Shoot-'Em-Up|Top-Down,PlayStation 4|PlayStation 3|PlayStation Vita,Sony Interactive Entertainment,2014,3,4,74.0
276,Call of Duty: Black Ops III - Eclipse,Action|First-Person|Shooter|Arcade,PlayStation 4|PC|Xbox One,Treyarch,2016,4,19,74.0
277,Adventures of Pip,Action|2D|Platformer,PlayStation 4|iPhone/iPad|PC|Wii U|Xbox One,TicToc Games,2015,8,18,74.67
278,Rock Boshers DX: Director's Cut,Shooter|Static|Action|Shoot-'Em-Up|Top-Down,PlayStation 4|PC|PlayStation Vita|Switch,Tikipod Limited,2014,12,9,75.5
279,Far Cry 4: Valley of the Yetis,Action|First-Person|Shooter|Arcade,PlayStation 4|PC|PlayStation 3|Xbox 360|Xbox One,Ubisoft Montreal,2015,3,10,75.0
280,Stealth Inc 2: A Game of Clones,Action|2D|Platformer,PlayStation 4|PC|PlayStation 3|PlayStation Vita|Wii U|Xbox One,Curve Digital,2015,4,7,78.75
281,Sniper Elite III: Ultimate Edition,Action|Shooter|Third-Person|Tactical,PlayStation 4|Xbox One,Rebellion,2015,3,10,74.0
282,Not a Hero,Shooter|2D|Horizontal|General|Platformer|Action|Shoot-'Em-Up,PlayStation 4|PC|Switch|Xbox One,roll7,2016,2,2,74.5
283,The Turing Test,Action|First-Person|Shooter|Arcade,PlayStation 4|PC|Xbox One,Bulkhead Interactive,2017,1,24,76.0
284,Super Stardust Ultra,Action|Shooter|Shoot-'Em-Up|Top-Down,PlayStation 4,d3t Ltd,2015,2,10,74.0
285,Aqua Kitty: Milk Mine Defender DX,Action|General,PlayStation 4|PlayStation Vita,Tikipod Limited,2014,11,25,70.5
286,Pinball FX 2: Star Wars Pinball - Rogue One,Action|Pinball,PlayStation 4|PC|Xbox One,Zen Studios,2017,1,31,76.5
287,ChromaGun,Action|First-Person|Shooter|Arcade,PlayStation 4|PC|Switch|Xbox One,Pixel Maniacs,2017,8,22,71.5
288,Toukiden: Kiwami,Action|General,PlayStation 4|PC|PlayStation Vita,Koei Tecmo Games,2015,3,31,78.0
289,One Piece: Pirate Warriors 3,Action|3D|Beat-'Em-Up,PlayStation 4|PC|PlayStation 3|PlayStation Vita|Switch,Omega Force,2015,8,25,70.67
290,Call of Duty: Black Ops III - Awakening,Action|First-Person|Shooter|Arcade,PlayStation 4|PC|PlayStation 3|Xbox 360|Xbox One,Treyarch,2016,2,2,74.0
291,Samurai Warriors: Spirit of Sanada,Action|3D|Beat-'Em-Up,PlayStation 4|PC,Omega Force,2017,5,23,74.0
292,Sky Force Reloaded,Action|Shooter|Shoot-'Em-Up|Vertical,PlayStation 4|iPhone/iPad|PC|Switch|Xbox One,Infinite Dreams Inc.,2017,11,28,78.0
293,Extreme Exorcism,Action|2D|Platformer,PlayStation 4|PC|PlayStation 3|Wii U|Xbox One,Golden Ruby Games,2015,9,23,73.0
294,Call of Duty: Black Ops III - Salvation,Action|First-Person|Shooter|Arcade,PlayStation 4|PC|Xbox One,Treyarch,2016,9,6,74.0
295,Amplitude,Action|Music|Miscellaneous|Rhythm,PlayStation 4|PlayStation 3,Harmonix Music Systems,2016,1,5,74.0
296,Wild Guns Reloaded,Action|2D|Platformer,PlayStation 4|PC|Switch,Natsume| NATSUME ATARI Inc.,2016,12,20,77.0
297,Attack on Titan,Action|3D|Beat-'Em-Up,PlayStation 4|PC|PlayStation 3|PlayStation Vita|Xbox One,Omega Force,2016,8,30,75.5
298,Scram Kitty DX,Action|General,PlayStation 4|PlayStation Vita|Wii U,Dakko Dakko,2015,2,25,74.5
299,Space Pirate Trainer,Action|First-Person|Shooter|Arcade,PlayStation 4|PC,i-illusions,2018,11,27,74.0
300,Shantae: Risky's Revenge - Director's Cut,Action|2D|Platformer,PlayStation 4|iPhone/iPad|PC|Wii U,WayForward,2015,6,23,74.0
301,Killzone: Shadow Fall,Shooter|Sci-Fi|First-Person|Arcade|Action,PlayStation 4,Guerrilla,2013,11,15,73.0
302,Battlefield Hardline,Shooter|First-Person|Arcade|Modern|Tactical|Action,PlayStation 4|PC|PlayStation 3|Xbox 360|Xbox One,Visceral Games,2015,3,17,71.67
303,Just Dance 2017,Action|Dancing|Rhythm,PlayStation 4|PC|PlayStation 3|Switch|Wii U|Xbox 360|Xbox One,Ubisoft Paris,2016,10,25,72.67
304,Battlefield V,Action|First-Person|Shooter|Tactical,PlayStation 4|PC|Xbox One,EA DICE,2018,11,15,77.33
305,Just Dance 2016,Action|Dancing|Rhythm,PlayStation 4|PlayStation 3|Wii U|Xbox 360|Xbox One,Ubisoft,2015,10,20,70.67
306,Call of Duty: WWII - The War Machine,Action|First-Person|Shooter|Arcade,PlayStation 4|PC|Xbox One,Sledgehammer Games,2018,4,10,73.0
307,Project Nimbus: Code Mirai,Action|Arcade|Shooter|Third-Person,PlayStation 4,Kiss,2018,4,10,73.0
308,Lumo,3D|Adventure|General|Platformer|Action,PlayStation 4|PC|PlayStation Vita|Switch|Xbox One,Triple Eh? Ltd,2016,5,24,74.71
309,Escape Plan,Puzzle|General|Miscellaneous|Action,PlayStation 4|PlayStation Vita,Fun Bits,2013,12,3,72.0
310,Titan Souls,Action|General,PlayStation 4|PC|PlayStation Vita,Acid Nerve,2015,4,14,73.67
311,Shio,Action|2D|Platformer,PlayStation 4|PC|Switch,Coconut Island Games,2018,5,22,66.5
312,Persona 3: Dancing in Moonlight,Action|Music|Rhythm,PlayStation 4|PlayStation Vita,Atlus,2018,12,4,73.0
313,The Swindle,Action|3D|Platformer,PlayStation 4|PC|PlayStation 3|PlayStation Vita|Switch|Wii U|Xbox One,Size Five Games,2015,7,28,70.4
314,Never Alone,Action|2D|Platformer,PlayStation 4|iPhone/iPad|PC|PlayStation 3|Wii U|Xbox One,Upper One Games,2014,11,18,69.5
315,Futuridium EP Deluxe,Action|Rail|Shooter,PlayStation 4|3DS|iPhone/iPad|PC|PlayStation Vita|Wii U,MixedBag Srl,2014,9,30,73.33
316,Mother Russia Bleeds,Action|Beat-'Em-Up|2D,PlayStation 4|PC|Switch,Le Cartel Studio,2016,12,3,71.5
317,Strange Brigade,Action|Arcade|Shooter|Third-Person,PlayStation 4|PC|Xbox One,Rebellion,2018,8,28,72.8
318,LEGO Marvel Super Heroes 2,Action|3D|Platformer,PlayStation 4|PC|Switch|Xbox One,TT Games,2017,11,14,74.33
319,Game of Thrones: Episode Four - Sons of Winter,Action|Adventure|General|Point-and-Click,PlayStation 4|iPhone/iPad|PC|PlayStation 3|Xbox 360|Xbox One,Telltale Games,2015,5,26,76.67
320,Eagle Flight,Action|Simulation|General,PlayStation 4|PC,Ubisoft| FunHouse,2016,11,8,73.67
321,WWE 2K16,Wrestling|Individual|General|Action|Combat|Sports,PlayStation 4|PC|PlayStation 3|Xbox 360|Xbox One,Yuke's,2015,10,27,72.8
322,Fighting EX Layer,Action|2D|Fighting,PlayStation 4|PC,Arika,2018,6,28,73.0
323,Samurai Warriors 4-II,Action|3D|Beat-'Em-Up,PlayStation 4|PC|PlayStation 3|PlayStation Vita,Omega Force,2015,9,29,73.0
324,Warhammer: End Times - Vermintide,Action|First-Person|Shooter|Tactical,PlayStation 4|PC|Xbox One,Fatshark AB,2016,10,4,75.8
325,The Walking Dead: The Telltale Series - A New Frontier,Action|Adventure|General|Point-and-Click,PlayStation 4|iPhone/iPad|PC|Xbox One,Telltale Games,2017,2,28,71.0
326,Azure Reflections,Action|Shooter|Shoot-'Em-Up|Horizontal,PlayStation 4|Switch,souvenir circ.,2018,5,15,71.0
327,Raiden V: Director's Cut,Action|Shooter|Shoot-'Em-Up|Vertical,PlayStation 4|PC|Switch|Xbox One,Moss,2017,10,10,75.0
328,Nidhogg 2,Action|General,PlayStation 4|PC|Switch|Xbox One,Messhof,2017,9,15,78.0
329,Maldita Castilla EX: Cursed Castilla,Action|2D|Platformer,PlayStation 4|3DS|PC|PlayStation Vita|Switch|Xbox One,Locomalito,2016,12,16,78.33
330,Immortal Redneck,Action|First-Person|Shooter|Arcade,PlayStation 4|PC|Switch|Xbox One,CremaGames| Crema Games,2018,2,27,73.75
331,Star Wars Battlefront,Shooter|First-Person|Tactical|General|Action,PlayStation 4|PC|Xbox One,EA DICE,2015,11,17,73.6
332,Tom Clancy's Rainbow Six Siege,Shooter|First-Person|Modern|Tactical|Action,PlayStation 4|PC|Xbox One,Ubisoft Montreal,2015,12,1,75.8
333,Kick & Fennick,Action|2D|Platformer,PlayStation 4|PlayStation Vita|Wii U|Xbox One,Jaywalkers Interactive,2016,6,2,66.33
334,Sneaky Bears,Shooter|Action Adventure|Survival|Light Gun|Action,PlayStation 4|PC,War Ducks Ltd| WarDucks,2017,8,29,73.0
335,Persona 5: Dancing in Starlight,Action|Music|Rhythm,PlayStation 4|PlayStation Vita,Atlus,2018,12,4,72.0
336,Destiny: House of Wolves,Action|First-Person|Shooter|Arcade,PlayStation 4|PlayStation 3|Xbox 360|Xbox One,Bungie,2015,5,19,71.5
337,Wayward Sky,Action|General,PlayStation 4,Uber Entertainment,2016,10,10,72.0
338,Just Dance 2015,Action|Dancing|Miscellaneous|Rhythm,PlayStation 4|PlayStation 3|Wii U|Xbox 360|Xbox One,Ubisoft,2014,10,21,72.33
339,88 Heroes,Action|2D|Platformer,PlayStation 4|PC|Xbox One,Rising Star Games| Bitmap Bureau,2017,3,24,72.0
340,Senko no Ronde 2,Action|2D|Fighting,PlayStation 4|PC,G.Rev,2017,9,7,72.0
341,Killzone: Shadow Fall - Intercept,Shooter|Sci-Fi|First-Person|Arcade|Action,PlayStation 4,Guerrilla,2014,6,24,72.0
342,Shadows: Awakening,Action|General,PlayStation 4|PC|Xbox One,Kalypso,2018,9,4,72.67
343,The Adventure Pals,Action|2D|Platformer,PlayStation 4|PC|Switch|Xbox One,Massive Monster,2018,4,3,76.75
344,Let It Die,Action|General|Action RPG|Role-Playing,PlayStation 4|PC,Grasshopper Manufacture,2016,12,3,72.0
345,Dragon Ball: Xenoverse 2,Action|3D|Fighting,PlayStation 4|PC|Switch|Xbox One,Dimps Corporation,2016,10,25,74.5
346,Jotun: Valhalla Edition,Action|General,PlayStation 4|PC|Switch|Wii U|Xbox One,Thunder Lotus Games,2016,9,9,74.5
347,Peggle 2,Puzzle|General|Miscellaneous|Action,PlayStation 4|Xbox 360|Xbox One,PopCap,2014,10,14,74.5
348,Phantom Breaker: Battle Grounds Overdrive,Action|Beat-'Em-Up|2D,PlayStation 4|PlayStation Vita|Switch,5pb,2015,7,23,70.5
349,Dreadnought,Action|General,PlayStation 4|PC,Six Foot Games,2017,6,6,72.0
350,Apex Construct,Action|Shooter|Light Gun,PlayStation 4|PC,Fast Travel Games,2018,2,20,72.0
351,Marvel's Guardians of the Galaxy - Episode 1: Tangled Up in Blue,Third-Person|3D|Adventure|General|Action,PlayStation 4|iPhone/iPad|PC|Xbox One,Telltale Games,2017,4,18,72.0
352,Patapon,Action|Music|Rhythm,PlayStation 4,Sony Interactive Entertainment,2017,8,1,72.0
353,Destiny: Rise of Iron,Action|First-Person|Shooter|Arcade,PlayStation 4|Xbox One,Bungie,2016,9,20,72.5
354,Semispheres,Puzzle|Action,PlayStation 4|PC|PlayStation Vita|Switch,Vivid Helix,2017,2,14,72.0
355,Marvel's Guardians of the Galaxy - Episode 5: Don't Stop Believin',Third-Person|3D|Adventure|General|Action,PlayStation 4|iPhone/iPad|PC|Xbox One,Telltale Games,2017,11,7,69.67
356,Warriors Orochi 4,Action|3D|Beat-'Em-Up,PlayStation 4|PC|Switch|Xbox One,Omega Force,2018,10,16,69.25
357,Fist of the North Star: Lost Paradise,Action|General|Action RPG|Role-Playing,PlayStation 4,Ryu ga Gotoku Studios,2018,10,2,72.0
358,Megaton Rainfall,Action|General,PlayStation 4|PC|Switch|Xbox One,Pentadimensional Games,2017,10,17,66.33
359,Serial Cleaner,Action|Action Adventure|Linear|General,PlayStation 4|iPhone/iPad|PC|Switch|Xbox One,iFun4all| Curve Digital,2017,7,11,66.33
360,Rogue Aces,Action|Shooter|Shoot-'Em-Up|Horizontal,PlayStation 4|PlayStation Vita|Switch,Infinite State Games,2018,4,12,76.0
361,Until Dawn: Rush of Blood,Action|Rail|Shooter,PlayStation 4,SuperMassive Games,2016,10,13,72.0
362,Dead or Alive 6,Action|3D|Fighting,PlayStation 4|PC|Xbox One,Team Ninja| Koei Tecmo Games,2019,3,1,73.67
363,Earth Defense Force 5,Action|Arcade|Shooter|Third-Person,PlayStation 4,Sandlot,2018,12,11,72.0
364,PlayerUnknown's Battlegrounds,Action|First-Person|Shooter|Tactical,PlayStation 4|iPhone/iPad|PC|Xbox One,PUBG Corporation,2018,12,7,81.0
365,LOUD on Planet X,Action|Music|Rhythm,PlayStation 4|iPhone/iPad|PC,Pop Sandbox,2016,4,19,72.0
366,140,Action|2D|Platformer,PlayStation 4|PC|Wii U|Xbox One,Jeppe Carlsen,2016,9,6,77.33
367,Death Squared,Puzzle|General|Action,PlayStation 4|iPhone/iPad|PC|Switch|Xbox One,SMG Studio,2017,3,14,76.67
368,Shadow Warrior 2,Action|First-Person|Shooter|Arcade,PlayStation 4|PC|Xbox One,Flying Wild Hog,2017,5,19,76.0
369,Marvel vs. Capcom: Infinite,Action|2D|Fighting,PlayStation 4|PC|Xbox One,Capcom,2017,9,19,72.67
370,MouseCraft,Puzzle|General|Miscellaneous|Action,PlayStation 4|PC|PlayStation 3|PlayStation Vita,Crunching Koalas,2014,7,8,70.67
371,Borderlands 2 VR,Action|First-Person|Shooter|Arcade,PlayStation 4,Gearbox Software,2018,12,14,72.0
372,Bound,Action|3D|Platformer,PlayStation 4,SCE Santa Monica| Plastic Studios,2016,8,16,71.0
373,Job Simulator,Virtual|General|Career|Action|Simulation,PlayStation 4|PC,Owlchemy Labs,2016,10,13,70.0
